tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross,foreign_gross,year
tt0315642,Wazir,Wazir,2016,103.0,"Action,Crime,Drama",7.1,15378.0,Wazir,Relbig.,1100000.0,,2016
tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886.0,On the Road,IFC,744000.0,8000000,2012
tt2404548,On the Road,On the Road,2011,90.0,Drama,,,On the Road,IFC,744000.0,8000000,2012
tt3872966,On the Road,On the Road,2013,87.0,Documentary,,,On the Road,IFC,744000.0,8000000,2012
tt4339118,On the Road,On the Road,2014,89.0,Drama,6.0,6.0,On the Road,IFC,744000.0,8000000,2012
tt5389486,On the Road,On the Road,2015,39.0,Documentary,,,On the Road,IFC,744000.0,8000000,2012
tt5647250,On the Road,On the Road,2016,121.0,Drama,5.7,127.0,On the Road,IFC,744000.0,8000000,2012
tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300.0,The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,105116.0,A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014
tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Jurassic World,Uni.,652300000.0,"1,019.4",2015
tt0372538,Spy,Spy,2011,110.0,"Action,Crime,Drama",6.6,78.0,Spy,Fox,110800000.0,124800000,2015
tt3079380,Spy,Spy,2015,119.0,"Action,Comedy,Crime",7.0,213908.0,Spy,Fox,110800000.0,124800000,2015
tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787.0,The Rum Diary,FD,13100000.0,10800000,2011
tt0376479,American Pastoral,American Pastoral,2016,108.0,"Crime,Drama",6.1,12898.0,American Pastoral,LGF,544000.0,,2016
tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570.0,The Three Stooges,Fox,44300000.0,10500000,2012
tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366.0,Tangled,BV,200800000.0,391000000,2010
tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,John Carter,BV,73100000.0,211100000,2012
tt0409379,In Secret,In Secret,2013,107.0,"Crime,Drama,Thriller",6.2,7045.0,In Secret,RAtt.,444000.0,,2014
tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",6.0,195889.0,Cowboys & Aliens,Uni.,100200000.0,74600000,2011
tt0419692,Disconnect,Disconnect,2010,112.0,"Drama,Mystery,Sci-Fi",4.5,190.0,Disconnect,LD,1400000.0,,2013
tt1433811,Disconnect,Disconnect,2012,115.0,"Drama,Thriller",7.5,70051.0,Disconnect,LD,1400000.0,,2013
tt8413566,Disconnect,Disconnect,2018,107.0,"Comedy,Romance",8.1,15.0,Disconnect,LD,1400000.0,,2013
tt0420293,The Stanford Prison Experiment,The Stanford Prison Experiment,2015,122.0,"Biography,Drama,History",6.9,32591.0,The Stanford Prison Experiment,IFC,661000.0,,2015
tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546.0,Dinner for Schmucks,P/DW,73000000.0,13800000,2010
tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256.0,The A-Team,Fox,77200000.0,100000000,2010
tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649.0,The Possession,LGF,49100000.0,36300000,2012
tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534.0,Real Steel,BV,85500000.0,213800000,2011
tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999.0,The Giver,Wein.,45100000.0,21900000,2014
tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218.0,Toy Story 3,BV,415000000.0,652000000,2010
tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701.0,Lincoln,BV,182200000.0,93100000,2012
tt3784440,Lincoln,Lincoln,2014,17.0,"Biography,Documentary,History",,,Lincoln,BV,182200000.0,93100000,2012
tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181.0,Before We Go,RTWC,37200.0,,2015
tt4453750,Before We Go,Before We Go,2014,84.0,"Documentary,Drama,News",7.0,22.0,Before We Go,RTWC,37200.0,,2015
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112.0,"Action,Comedy,Fantasy",7.5,339338.0,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000,2010
tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355.0,Puss in Boots,P/DW,149300000.0,405700000,2011
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527.0,Wonder Woman,WB,412600000.0,409300000,2017
tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20.0,Wonder Woman,WB,412600000.0,409300000,2017
tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13.0,Wonder Woman,WB,412600000.0,409300000,2017
tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,Life of Pi,Fox,125000000.0,484000000,2012
tt0455323,Being Flynn,Being Flynn,2012,102.0,Drama,6.4,15780.0,Being Flynn,Focus,540000.0,,2012
tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465.0,The Crazies,Over.,39100000.0,15700000,2010
tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302.0,The Equalizer,Sony,101500000.0,90800000,2014
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Captain America: The First Avenger,Par.,176700000.0,193900000,2011
tt0458413,A Long Way Down,A Long Way Down,2014,96.0,"Comedy,Drama",6.4,29260.0,A Long Way Down,Magn.,13300.0,7200000,2014
tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89.0,Drama,6.3,8727.0,The Only Living Boy in New York,RAtt.,624000.0,1900000,2017
tt0461336,Saving Private Perez,Salvando al Soldado Pérez,2011,105.0,"Adventure,Comedy,Western",6.0,1727.0,Saving Private Perez,LGF,1400000.0,7900000,2011
tt0462335,High-Rise,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi",5.6,33746.0,High-Rise,Magn.,346000.0,,2016
tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327.0,Piranha 3D,W/Dim.,25000000.0,58200000,2010
tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708.0,Margaret,FoxS,46500.0,,2011
tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542.0,Ex Machina,A24,25400000.0,11400000,2015
tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102.0,Tower Heist,Uni.,78000000.0,74900000,2011
tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577.0,The Smurfs,Sony,142600000.0,421100000,2011
tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254.0,The Mechanic,CBS,29100000.0,47000000,2011
tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,116.0,"Action,Adventure,Fantasy",6.6,254975.0,Prince of Persia: The Sands of Time,BV,90800000.0,245600000,2010
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422.0,"Hail, Caesar!",Uni.,30500000.0,33100000,2016
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019.0,Unstoppable,Fox,81600000.0,86200000,2010
tt2951338,Unstoppable,Unstoppable,2015,53.0,"Biography,Documentary,History",,,Unstoppable,Fox,81600000.0,86200000,2010
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551.0,Unstoppable,Fox,81600000.0,86200000,2010
tt7098772,Unstoppable,Unstoppable,2017,12.0,Documentary,,,Unstoppable,Fox,81600000.0,86200000,2010
tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576.0,Unstoppable,Fox,81600000.0,86200000,2010
tt9499562,Unstoppable,Unstoppable,2017,52.0,Documentary,,,Unstoppable,Fox,81600000.0,86200000,2010
tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8.0,Unstoppable,Fox,81600000.0,86200000,2010
tt0477302,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",6.9,93164.0,Extremely Loud & Incredibly Close,WB,31800000.0,23400000,2011
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266.0,The Tree of Life,FoxS,13300000.0,41000000,2011
tt8991250,The Tree of Life,The Tree of Life,2018,60.0,Documentary,,,The Tree of Life,FoxS,13300000.0,41000000,2011
tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213.0,Ant-Man,BV,180200000.0,339100000,2015
tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777.0,Season of the Witch,Rela.,24800000.0,66800000,2011
tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876.0,The Losers,WB,23600000.0,5800000,2010
tt3746918,The Losers,The Losers,2013,112.0,Drama,1.7,70.0,The Losers,WB,23600000.0,5800000,2010
tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775.0,Hall Pass,WB (NL),45100000.0,38100000,2011
tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699.0,The Croods,Fox,187200000.0,400000000,2013
tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815.0,Red Tails,Fox,49900000.0,489000,2012
tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314.0,Something Borrowed,WB,39000000.0,21100000,2011
tt0491175,Suburbicon,Suburbicon,2017,105.0,"Comedy,Crime,Drama",5.6,31294.0,Suburbicon,Par.,5800000.0,,2017
tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037.0,Tulip Fever,Wein.,2500000.0,5900000,2017
tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700.0,Furry Vengeance,Sum.,17600000.0,18600000,2010
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086.0,Ramona and Beezus,Fox,26200000.0,1100000,2010
tt0498351,The Hero of Color City,The Hero of Color City,2014,77.0,"Animation,Family",4.0,431.0,The Hero of Color City,Magn.,32200.0,,2014
tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151.0,Rings,Par.,27800000.0,55300000,2017
tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387.0,A Thousand Words,P/DW,18500000.0,3600000,2012
tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922.0,What's Your Number?,Fox,14000000.0,16399999,2011
tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725.0,Samsara,Osci.,2700000.0,,2012
tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Man of Steel,WB,291000000.0,377000000,2013
tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873.0,The Wolfman,Uni.,62000000.0,77800000,2010
tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763.0,The Boxtrolls,Focus,50800000.0,58400000,2014
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575.0,The Man Who Knew Infinity,IFC,3900000.0,8400000,2016
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462.0,Dallas Buyers Club,Focus,27300000.0,27900000,2013
tt0790663,The First Grader,The First Grader,2010,103.0,"Biography,Drama,Romance",7.5,4052.0,The First Grader,NGE,332000.0,382000,2011
tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547.0,Jack Reacher,Par.,80100000.0,138300000,2012
tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078.0,R.I.P.D.,Uni.,33600000.0,44700000,2013
tt0790770,Miles Ahead,Miles Ahead,2015,100.0,"Biography,Drama,Music",6.4,8498.0,Miles Ahead,SPC,2600000.0,850000,2016
tt0795461,Scary Movie 5,Scary Movie 5,2013,86.0,Comedy,3.5,60139.0,Scary Movie 5,W/Dim.,32000000.0,46400000,2013
tt0800054,The Guardians,The Guardians,2010,88.0,"Comedy,Family",7.8,68.0,The Guardians,MBox,177000.0,,2018
tt5672990,The Guardians,Les veilleuses,2010,60.0,MISSING,,,The Guardians,MBox,177000.0,,2018
tt6213362,The Guardians,Les Gardiennes,2017,138.0,"Drama,War",6.8,1314.0,The Guardians,MBox,177000.0,,2018
tt6901956,The Guardians,The Guardians,2017,46.0,"Action,Adventure,Comedy",4.1,7.0,The Guardians,MBox,177000.0,,2018
tt7348082,The Guardians,The Guardians,2018,104.0,Documentary,,,The Guardians,MBox,177000.0,,2018
tt8150132,The Guardians,The Guardians,2018,70.0,Documentary,,,The Guardians,MBox,177000.0,,2018
tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,Thor,Par.,181000000.0,268300000,2011
tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557.0,Warcraft,Uni.,47400000.0,386300000,2016
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583.0,It's Kind of a Funny Story,Focus,6400000.0,128000,2010
tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,The Mule,WB,103800000.0,68700000,2018
tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788.0,The Mule,WB,103800000.0,68700000,2018
tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955.0,The Mule,WB,103800000.0,68700000,2018
tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939.0,Tooth Fairy,Fox,60000000.0,52400000,2010
tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64.0,Tooth Fairy,Fox,60000000.0,52400000,2010
tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance",7.1,146873.0,The Danish Girl,Focus,11100000.0,53100000,2015
tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361.0,Jack and Jill,Sony,74200000.0,75500000,2011
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393.0,Take Me Home Tonight,Rela.,6900000.0,,2011
tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245.0,She's Out of My League,Par.,32000000.0,17800000,2010
tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023.0,The Book Thief,Fox,21500000.0,55100000,2013
tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Interstellar,Par.,188000000.0,489400000,2014
tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751.0,World War Z,Par.,202400000.0,337600000,2013
tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,Flipped,WB,1800000.0,,2010
tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",6.0,440.0,Flipped,WB,1800000.0,,2010
tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171.0,Valentine's Day,WB (NL),110500000.0,106000000,2010
tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320.0,Priest,SGem,29100000.0,49200000,2011
tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829.0,Dracula Untold,Uni.,56300000.0,160800000,2014
tt0835418,The Babymakers,The Babymakers,2012,95.0,Comedy,5.0,8147.0,The Babymakers,MNE,7900.0,,2012
tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571.0,Hotel Transylvania,Sony,148300000.0,210100000,2012
tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524.0,The Town,WB,92200000.0,61800000,2010
tt6259458,The Town,The Town,2012,101.0,Horror,,,The Town,WB,92200000.0,61800000,2010
tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656.0,The Kids Are All Right,Focus,20800000.0,13900000,2010
tt0844993,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,2011,86.0,"Animation,Comedy,Crime",4.8,11281.0,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000,2011
tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318.0,Epic,Fox,107500000.0,160900000,2013
tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182.0,Risen,Sony,36900000.0,9200000,2016
tt3231054,Risen,Risen,2016,107.0,"Action,Adventure,Drama",6.3,22813.0,Risen,Sony,36900000.0,9200000,2016
tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095.0,The Sweeney,EOne,26700.0,6300000,2013
tt0860907,Evangelion: 3.0 You Can (Not) Redo,Evangerion shin gekijôban: Kyu,2012,96.0,"Action,Animation,Drama",7.0,8215.0,Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000,2014
tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277.0,Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381.0,My Soul to Take,Uni.,14700000.0,6200000,2010
tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266.0,Red State,SMod,1100000.0,,2011
tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652.0,Please Give,SPC,4000000.0,280000,2010
tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709.0,Eat Pray Love,Sony,80600000.0,124000000,2010
tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318.0,Sanctum,Uni.,23200000.0,85400000,2011
tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,Snitch,LG/S,42900000.0,,2013
tt0884726,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,2013,88.0,"Adventure,Animation,Family",5.5,5351.0,Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014
tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,6.7,66893.0,The Wedding Ringer,SGem,64500000.0,15300000,2015
tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661.0,The Switch,Mira.,27800000.0,22100000,2010
tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137.0,Letters to Juliet,Sum.,53000000.0,26100000,2010
tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,How to Train Your Dragon,P/DW,217600000.0,277300000,2010
tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532.0,Shrek Forever After,P/DW,238700000.0,513900000,2010
tt0893412,From Prada to Nada,From Prada to Nada,2011,107.0,"Comedy,Drama,Romance",5.6,13644.0,From Prada to Nada,LGF,3000000.0,123000,2011
tt0896872,The Whistleblower,The Whistleblower,2010,112.0,"Action,Biography,Crime",7.2,29826.0,The Whistleblower,Gold.,1100000.0,,2011
tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012
tt0903657,Love & Mercy,Love & Mercy,2014,121.0,"Biography,Drama,Music",7.4,32238.0,Love & Mercy,RAtt.,12600000.0,16100000,2015
tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154.0,The Legend of Tarzan,WB,126600000.0,230100000,2016
tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,7.0,45357.0,Rabbit Hole,LGF,2200000.0,2900000,2010
tt0938283,The Last Airbender,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734.0,The Last Airbender,Par.,131800000.0,187900000,2010
tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,Salt,Sony,118300000.0,175200000,2010
tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,Source Code,Sum.,54700000.0,92600000,2011
tt0947798,Black Swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,Black Swan,FoxS,107000000.0,222400000,2010
tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132.0,Green Zone,Uni.,35100000.0,59800000,2010
tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,The Amazing Spider-Man,Sony,262000000.0,495900000,2012
tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727.0,The Killer Inside Me,IFC,217000.0,3800000,2010
tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,Robin Hood,Uni.,105300000.0,216400000,2010
tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,Robin Hood,Uni.,105300000.0,216400000,2010
tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,Robin Hood,Uni.,105300000.0,216400000,2010
tt8558276,Robin Hood,Robin Hood,2017,60.0,"Action,Adventure,History",,,Robin Hood,Uni.,105300000.0,216400000,2010
tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862.0,The Sorcerer's Apprentice,BV,63200000.0,152100000,2010
tt0964517,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539.0,The Fighter,Par.,93600000.0,35600000,2010
tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416.0,The Conspirator,RAtt.,11500000.0,3900000,2011
tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869.0,Hugo,Par.,73900000.0,111900000,2011
tt7496196,Hugo,Hugo,2017,80.0,Documentary,7.9,11.0,Hugo,Par.,73900000.0,111900000,2011
tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222.0,Little Fockers,Uni.,148400000.0,162200000,2010
tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135.0,Justice League,WB,229000000.0,428900000,2017
tt0975645,Hitchcock,Hitchcock,2012,98.0,"Biography,Comedy,Drama",6.8,68315.0,Hitchcock,FoxS,6000000.0,17600000,2012
tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371.0,Sucker Punch,WB,36400000.0,53400000,2011
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010
tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430.0,The Adventures of Tintin,Par.,77600000.0,296400000,2011
tt0985694,Machete,Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320.0,Machete,Fox,26600000.0,17500000,2010
tt0989757,Dear John,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657.0,Dear John,SGem,80000000.0,35000000,2010
tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622.0,The Green Hornet,Sony,98800000.0,129000000,2011
tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178.0,Hanna,Focus,40300000.0,23500000,2011
tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358.0,The Wolf of Wall Street,Par.,116900000.0,275100000,2013
tt1001526,Megamind,Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488.0,Megamind,P/DW,148400000.0,173500000,2010
tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882.0,The Young Messiah,Focus,6500000.0,,2016
tt10056334,Octubre,Octubre,2018,80.0,Documentary,,,Octubre,NYer,32100.0,96700,2011
tt10065960,Snatched,Snatched,2016,11.0,Drama,,,Snatched,Fox,45900000.0,15000000,2017
tt1245534,Snatched,Snatched,2011,81.0,Comedy,5.5,61.0,Snatched,Fox,45900000.0,15000000,2017
tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997.0,Snatched,Fox,45900000.0,15000000,2017
tt5271436,Snatched,Snatched,2015,47.0,"Drama,Horror,Mystery",,,Snatched,Fox,45900000.0,15000000,2017
tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066.0,The Iron Lady,Wein.,30000000.0,84900000,2011
tt10075374,The Little Prince,The Little Prince,2019,93.0,Action,8.3,6.0,The Little Prince,EOne,1300000.0,96200000,2016
tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",7.7,50015.0,The Little Prince,EOne,1300000.0,96200000,2016
tt10090222,Inferno,Inferno,2018,16.0,Documentary,,,Inferno,Sony,34300000.0,185700000,2016
tt1686470,Inferno,Giao lo dinh menh,2010,100.0,Thriller,6.3,50.0,Inferno,Sony,34300000.0,185700000,2016
tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime",6.2,138978.0,Inferno,Sony,34300000.0,185700000,2016
tt3219106,Inferno,Inferno,2014,113.0,Drama,6.3,183.0,Inferno,Sony,34300000.0,185700000,2016
tt9149142,Inferno,Inferno,2017,58.0,Horror,,,Inferno,Sony,34300000.0,185700000,2016
tt10118052,Believe,Believe,2018,16.0,Documentary,,,Believe,ORF,6200000.0,,2013
tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",5.7,695.0,Believe,ORF,6200000.0,,2013
tt4700756,Believe,Believe,2016,119.0,Drama,5.0,338.0,Believe,ORF,6200000.0,,2013
